name,id
mother-tongue-census-2011,ce4a5e14-b12d-4836-b632-0200f9b06421
employed-labour-force-mode-transportation-census-2006,7b49126f-71e1-419c-a581-5e3389b2ea81
private-household-size-and-type-census-2006,428330a0-2adb-41aa-a337-02fe79c96db1
marital-status-and-census-family-structure-census-2006,8147f083-e317-47d2-9e14-4ff2ff843893
post-secondary-qualification-location-study-national-household-survey-2011,a8fe9fc6-e6e2-4bb0-93cd-99b99941e4f0
citizenship-national-household-survey-2011,e10588c4-1e85-4f56-bfeb-d557833c69c8
highest-certificate-diploma-or-degree-census-2006,5db1f238-9b96-4771-8b56-67e89e820319
ethnic-origin-census-2001-0,df60559e-e4fc-4868-80e6-d0a44d60e59e
labour-force-industry-census-2006,ca81f822-c0a0-4c86-ac1d-563707cc835a
labour-force-occupation-census-2006,137b192f-b6c0-4aea-a19b-cd2f2237b60e
immigration-national-household-survey-2011,8ccb118e-30cf-42a9-9353-510278f603b6
aboriginal-population-census-2006,9d467c06-88f5-43b6-80f7-e4039b6c8e59
population-sex-and-age-group-census-2001,01a0709c-894e-4895-afdb-ea8ed3ea671d
unpaid-work-census-2001,852f5f06-a87e-4424-a4e2-ec222c1b9bde
ethnic-origin-national-household-survey-2011,694a2ccf-c6ea-4e08-ad00-488781a2606d
radon-information,71055937-d543-4063-8663-af033401a172
yukon-biological-information,c3c5543b-687c-43a3-a392-6b1913c94ea3
yukon-land-planning-information,b07cbc95-9d99-4e00-88f9-ff9cc0d49bcb
aerial-photographs,1ad38814-73a5-447e-841a-fc880f06aaf2
geoyukon-yukon-digital-map-data-viewer,2e5ff810-15ba-4942-8586-0598baf4e098
high-resolution-satellite-imagery,aa553674-3447-46a3-a333-b8f7d517e628
yukon-base-map-dynamic-base-map,2a4378bc-3048-41bd-9ab8-c16fb9da5226
yukon-parks-and-protected-areas-information,c0b507e5-cafe-4b83-9119-b5ca0b095635
firewood-permit-map,99fad300-e93c-4fd7-b3f8-bd729ad38e3d
medium-resolution-satellite-imagery,00c4962d-e737-45cc-981c-9fe1fb7de472
yukon-forestry-information,59dcf636-9737-4637-93bb-29c7d53c1a08
yukon-mining-information,d3bcf9fa-46e6-4210-9e20-fe7a42b56f4b
wildfire-information,37dfbd38-c851-4fef-af24-a0a551a4ea69
water-data-catalogue,9ea94443-61a7-4543-92c7-994323159283
mining-index-maps,7d7cd9b5-2a0b-42ba-8fd9-800b4aa2135f
contaminated-sites-information,2ed69df0-2556-4aa5-a013-4b00c734bf09
compendium-current-research-and-monitoring,566488b8-574a-406d-b8bf-3811c78ef130
yukon-elevation-information,9b22ee6a-f0f0-40a3-b105-19c8154fe703
yukon-biophysical-information,b92841be-bd55-4dc8-b771-fbc4bbe4ebce
yukon-reference-information,f3109424-6a59-4be0-af27-35ddd19110ee
yukon-research-facilities,733ea750-ddc4-453e-8ea2-6ee2e9bd835c
yukon-utilities-and-communications-information,8fac55b2-ead3-4215-8a6d-fbe2ae95e2a8
yukon-electoral-district-and-polling-division-search,0462e799-2266-4939-a838-4a60297a0321
yukon-administrative-boundaries-information,5ee33384-e483-4d36-9a54-63b526b24b2c
gunnar-nilsson-and-mickey-lammers-research-forest,df6c0812-a323-483a-88b3-037c4ec8626c
yukon-first-nation-information,880c7da9-e422-4fb8-99cd-7807123ce7dc
yukon-base-map-cached,96adbd2e-acb6-4981-912a-532d3808afb8
yukon-environmental-monitoring-information,aea99d6d-bf4d-4b93-a2d1-fc7872fedd27
yukon-geological-information,9f1ca307-74ed-4698-8192-b12dc1a50598
yukon-culture-and-heritage-information,77729ecd-b74c-45a1-bae7-692bd34e0631
major-mine-licensing,7ebb53af-c797-4b7f-9c0f-7cc2f6efc5c6
christmas-tree-locations,a87d5501-baae-4eb6-8c07-0636a220a12f
indian-river-wetlands,600ef750-2378-48f4-b563-1ddba36b91a4
yukon-land-tenure-information,458c395a-e775-4e88-888e-d5496a1f2bc7
yukon-lots-sale,7d93d0d3-7bd7-4cf0-8ea9-bfe5e68c8300
yukon-oil-and-gas-information,aa298bd8-d3c9-449c-974f-97e4f5ef22e8
yukon-transportation-information,01a37a16-fb27-4692-8392-38f392ebf6cb
surficial-geology-lines-1250k,3c4b9258-4911-40e6-a4c1-56d134c271fc
bedrock-geology-dataset,2393184e-91a2-4bcf-9923-061f9e92a82c
surficial-geology-points-120-25k,1ea42c4c-05a6-4222-99fc-f6751eaa77cf
surficial-geology-polygons-150k,d546ff33-eda5-4b61-bbe5-54ce8ea01e1c
surficial-geology-lines-1100-125k,ba81cee5-9e7f-4be6-8e9c-b6c1df512644
surficial-geology-polygons-120-25k,b870488a-7e02-4ce4-928c-26f21ea8f8ed
surficial-geology-points-150k,7b27b286-7b14-47d1-a248-d06e10f0db9b
stratigraphic-sections,f2de2f77-02d7-49ea-97bc-51de0eaf942d
surficial-geology-points-1250k,2129627a-294d-4d2e-a096-00a3d71cf227
surficial-geology-polygons-1100-125k,b92e55ea-80e4-4fb5-8d42-e629ba7de171
surficial-geology-lines-120-25k,5a9a2731-b181-4d3d-8998-4489b3e2f8bb
surficial-geology-lines-150k,66070df4-adca-4e1b-ba56-ed782c9a0634
rgs-re-analysis,317ab56e-134b-4c34-aa5c-939906ec055a
till-geochemistry-samples,014c6da1-f261-4c6c-9273-bb02083311ae
surficial-geology-map-index,65416484-d684-472a-8bab-f7e150131266
surficial-geology-points-1100-125k,4dbabfea-24be-4990-b278-9c9ebb68ddca
surficial-geology-polygons-1250k,0c9d6196-1e29-4596-a3f2-9ff90b13a554
yukon-exploration-and-geology-overview-2013,da9ce85b-9424-46c4-b02b-1ebfa87ea33a
yukon-exploration-and-geology-2014,7cd21bd9-65c8-402b-96ff-cd5eda529e07
yukon-mining-exploration-overview-2000,af1cebda-1c46-428c-ac8f-f68605c2b20b
volcanic-associated-massive-sulphide-vms-mineralization-yukon-tanana-terrane-and-coeval,ed9bef01-d5be-4933-ae97-a14185d16649
yukon-exploration-and-geology-1983,02c28159-9166-470e-b79e-59551a1041b4
yukon-exploration-and-geology-2001,148f6c92-1818-48b8-821e-17446c17a2d2
yukon-exploration-and-geology-overview-2015,021094b0-4e88-4d46-85be-f1ca5e762ad0
yukon-geology-volume-2,46218e61-dce2-4cf1-a82b-45f1f22e4f8c
natural-land-reclamation-mineral-exploration-properties-placer-mines-yukon,a99df010-8e01-479f-8d57-30f87a154551
yukon-mining-exploration-overview-1999,b6f3917b-a6b2-4742-804a-6397ed0525c0
sedimentology-placer-gravels-near-mt-nansen-central-yukon-territory-115-i,dd1611cb-acea-44b1-bca0-324ed004d9bb
yukon-mineral-deposits-2007,5acac508-add6-4d3f-ac07-dd51bf24762d
yukon-exploration-1988,ab491304-19c0-4fdd-bf08-9105d34a1b27
quaternary-geology-and-till-geochemistry-anvil-district-parts-105k2-3-5-6-and-7-central,b7d5ab16-5608-4226-be4b-356f6eac2141
bedrock-geology-nts-95c5-pool-creek-and-nts-95d8-map-sheets-southeast-yukon,2bb36eff-21a6-475a-93b3-980baa1d3842
yukon-exploration-1984,5a8d38c0-931d-42f5-8b39-72c388a54888
yukon-exploration-and-geology-1997,9396a632-3845-4784-8012-3e6a69efe422
yukon-geology-volume-3,d5af25c6-ccf7-4e2b-941f-f933cacf7a0b
yukon-exploration-and-geology-1981,5e18322f-39cb-4c4c-b323-db4fe959af9a
yukon-exploration-and-geology-overview-2009,fedeb0bb-5528-44ea-958b-5baffbf90446
yukon-exploration-1990,713d3870-2740-4fa2-9717-e2f59ec9aef9
bedrock-geology-compilation-anvil-district-parts-nts-105k23567-and-11-central-yukon,6d3c40ea-e64d-4abb-bd27-f86081d988c7
yukon-exploration-and-geology-2006,6f013171-ac73-4ec9-8e05-9d0932812e5c
yukon-mining-and-exploration-overview-1988,f2c68e04-94fd-4e44-9dea-b81cbea72e65
yukon-placer-mining-industry-report-2003-2006,5486206e-fb5c-470e-b21c-ea5a3b35a938
regional-bedrock-geology-coal-river-map-area-nts-95d-southeast-yukon,1678608f-1b18-49f8-a259-0971c4b9dd67
yukon-mining-development-and-exploration-overview-2003,eaafea6b-fc9e-40f2-a9e4-51ed75cac424
yukon-placer-mining-industry-1998-2002,27645f77-b04e-499f-b07c-033632d76238
ecoregions-yukon-territory-biophysical-properties-yukon-landscapes,5f05fc36-df90-4e24-9e37-5c5d79ff013d
yukon-placer-mining-industry-1989-1990,ea4a25ac-3e9c-46b5-bafe-a9ccbdcbf114
geology-upper-hart-river-area-eastern-ogilvie-mountains-yukon-territory-116a10-116a11,b5d06322-f11b-4aa1-84b6-65bef7083eb2
yukon-exploration-and-geology-2009,b93327b0-242f-4c2b-a746-19675711dcdd
placer-geology-stewart-river-115no-and-part-dawson-116bc-map-areas-west-central-yukon-canada,7340877e-ea89-4fff-8199-5dc5326bd08e
yukon-exploration-and-geology-1982,a246255c-d658-4c6d-a894-b729efa06704
yukon-exploration-and-geology-overview-2016,61cefd31-a909-448d-91bd-f7f2cfc1c863
yukon-placer-mining-industry-2007-2009,be97261b-dc2d-4bdb-a32b-70cd1f4a5481
yukon-mineral-deposits-summary-2009,0246826c-5cd2-4fec-938b-02b49e6cbd91
yukon-mineral-deposits-summary-2015,d34c580d-34d9-49da-a7ca-718261cb9a68
yukon-exploration-and-geology-1999,0c1691c6-62f0-4d00-90ab-e82834511ca3
yukon-mineral-deposits-2004,e9300084-6bdd-400b-ba19-c8588364049c
yukon-exploration-and-geology-2005,4e7a4c36-f58e-4882-9247-22d192016cc7
yukon-exploration-and-geology-1998,f9aaca62-5153-45e4-a13f-7aeec6a2e437
yukon-exploration-and-geology-2008,66eab378-45ea-4298-ac0c-991ec2527c99
yukon-exploration-and-geology-2012,274cc63f-c9e1-477d-b33d-2e6b2fef8516
yukon-mining-development-exploration-overview-2002,893d1ddf-590c-41b2-96a4-231d28e441fd
yukon-mining-development-and-exploration-overview-2006,1cb53ed2-dff9-4901-adbf-6fffb217a0f7
yukon-exploration-and-geology-2000,8d0b06b5-7344-473c-ab1a-c35780c98654
yukon-exploration-and-geology-2013,6725fd46-2bf1-4809-b8c8-701f97f622e2
yukon-exploration-1987,0a62b379-1ba7-487b-b8a9-e8e8ce8d77ff
yukon-mining-exploration-overview-1998,88bf472c-7d08-4310-a885-58c72a668bee
yukon-exploration-and-geology-1995,5923a408-5b4b-40e5-bbf9-ee16fb2d01f9
yukon-exploration-and-geology-2004,a9e75d1d-a3ef-43bb-b7d8-e0ecc3cf7ee0
yukon-exploration-and-geology-overview-2014,c22dd538-d00a-4326-9927-7a0591a41478
yukon-exploration-and-geology-overview-2011,979abc8f-0cfc-4da2-9da6-936fc79e39ea
yukon-exploration-and-geology-2007,249c13b3-edfb-420f-a471-c65d41e6f057
yukon-mining-exploration-overview-2001,a495dad4-d81e-4d29-ba05-c4d93c871917
transect-across-northern-stikinia-geology-northern-whitehorse-map-area-southern-yukon,eea47c44-047b-4543-ac22-7667daceabca
geology-and-genesis-mount-skukum-epithermal-gold-silver-deposits-southwestern-yukon-nts-105,6a343c3a-05d4-48d0-aae7-e8a74d08d44b
yukon-quaternary-geology-volume-2-1997,32bf685a-69a1-4256-b26b-21bf1cbc23b4
geology-mayo-map-area-yukon-territory-nts-105m,888a249f-9fd7-4ed6-a40d-512240203491
mineral-industry-report-1975,4bfe08df-2749-49a8-bba6-f5b17bdb8adf
yukon-mining-development-exploration-overview-2005,40f349ce-3f51-4554-b457-7b0166aff662
yukon-placer-mining-industry-1978-1982,74a69c7e-08b5-4c2b-9848-107000138046
yukon-exploration-and-geology-1993,acfb7eda-3baa-4b36-8d69-810ba5e614e3
yukon-placer-mining-industry-1983-1984,8f2db1cd-196c-4fe9-8fb8-b10545b47412
yukon-exploration-and-geology-overview-2012,5854beaa-d52a-413a-aae7-7ab97519f8c0
yukon-exploration-and-geology-2003,3a7d020c-9c39-4257-8b1b-9820b46bf962
yukon-exploration-and-geology-overview-2007,9210c6fe-f95a-418b-a467-451a8779f1a4
yukon-placer-mining-industry-1991-1992,fb33ed8b-3ab4-4819-bba5-b60e06051f43
yukon-exploration-and-geology-2015,9c3c127a-3bf3-495a-9762-e0a28333683d
yukon-exploration-and-geology-2011,22cdfc7f-a845-4e27-8225-86e726f323c1
shape-and-composition-lode-and-placer-gold-klondike-district-yukon-canada-115o-parts-116-b,07c0c808-4a8a-426b-9127-0a9bbdcec53e
yukon-exploration-1991,7a23e98d-e7c8-44d7-9152-f5dc3cdcb73c
yukon-mining-development-exploration-overview-2004,ab5236e2-dc3c-4c8e-95cc-371459afd585
yukon-exploration-and-geology-2002,64890e43-2b0c-4b46-84ee-b646e31a97d8
yukon-exploration-1985-86,82768a2c-2d1d-4f37-9f83-6dbea8139db4
yukon-placer-mining-exploration-1985-1988,8b7a9d3f-62ac-41bb-b8c3-c342aac786ad
yukon-exploration-and-geology-1992,69168baf-693a-4d7e-82fa-dd5941181b4c
placer-gold-deposits-mayo-area-central-yukon,ef8374d1-217a-456a-84bb-ab4d188dcc86
whitehorse-copper-belt-mining-exploration-geology-1967-1980,081c6567-86b7-4c0b-a165-aa41cc1ef27b
yukon-placer-mining-industry-1995-96-97,8b514bf8-b545-4c8b-9116-8b9e409b8cd0
yukon-placer-mining-industry-1993-1994,979cae54-1754-42ef-b7dc-7bef1840267a
geology-mcquesten-river-region-northern-mcquesten-and-mayo-map-areas-yukon-territory-115p14,b5518fe6-f6ea-4aac-9357-3e4d823f82a0
1987-yukon-mining-and-exploration-overview,be25c193-52a6-4d02-839e-f791cf9e9e13
yukon-exploration-and-geology-1994,2998c448-7a84-432c-a9d9-93e759cfa339
yukon-exploration-and-geology-1997-mining-and-exploration,08f6b835-c54c-439c-a77c-828318c6708d
yukon-exploration-and-geology-overview-2010,cf8791f3-d11f-4248-bda9-0dfc2992e48e
yukon-exploration-1989,628ce02e-83bf-4074-bf35-7726348638f3
yukon-geology-volume-1,15f84150-39a9-45fa-9927-f02bd4c87e41
yukon-geology-and-exploration-1979-80,2e9d5605-223f-450e-b339-bc58000b88d4
yukon-placer-mining-industry-2010-2014,d9c905ad-5109-490e-8a5c-e0b14241daea
geology-and-mineral-occurrences-slats-creek-fairchild-lake-and-dolores-creek-areas-wernecke,a25ad9aa-b9bf-4bbd-959f-09a0edcdaaab
yukon-exploration-and-geology-2010,58a857c1-3587-4774-948f-821c588d5fcb
yukon-exploration-and-geology-overview-2008,7b9b98d1-deab-46f7-bb54-6704a8153619
yukon-exploration-and-geology-1996,c8b16ad8-8f9b-4d91-8f55-ff003193eda9
residual-total-magnetic-field-aeromagnetic-survey-scroggie-creek-and-wolverine-creek-23,0c9d72a2-f000-4446-987d-be35e3c8274e
tectonic-assemblage-map-yukon-tanana-and-related-terranes-yukon-and-northern-british-1,cb157569-0179-4bc5-a6ea-cf4c6e1dbb73
total-field-magnetic-wernecke-mountain-aeromagnetic-survey-nts-106c-south-half-yukon-1,4b232dc0-dbf9-4117-9d1f-96039a29521a
geology-gravel-creek-105b10-and-irvine-lake-105b11-map-areas-southeastern-yukon-0,1b37e1a6-288e-4318-b4a6-e61b0f32948b
bedrock-geology-lansing-range-map-area-nts-105n-central-yukon-0,53afe3b9-f7c7-4a2b-a37c-fd466b8d70f8
first-vertical-derivative-magnetic-field-aeromagnetic-survey-scroggie-creek-and-wolverine-19,0053e4bd-b52c-483f-8348-1e4d8c5c9378
road-junctions-national-road-network,9fbea4f6-c21e-4f84-a14e-1cd97ff30c55
runways-25k,c4363503-0405-4374-b11a-67f6e2e26c56
waterbodies-50k,7877ace4-f81e-4c0a-b616-c527437a2726
places-1m,b0a246bf-7590-4332-9eaf-ef65c12d7d53
water-obstacles-point-50k-canvec,4a17d217-50ef-4d85-8f80-f6d997407fce
oic-oil-and-gas-act,93560d97-2510-4adc-850e-25fd4ed92056
physiographic-polygon-50k,f4e7147f-21d7-41bd-a381-fffed896052e
cultural-features-point-50k,9a583de4-af59-444e-8e90-fea9434c06ca
waterbody-lines-250k-canvec,ec00f085-b872-4aa3-8971-9f3a7f42f6d6
oic-wildlife-act,48f82f3d-6fdf-42c2-9701-dad336762d08
water-flow-50k-canvec,68668297-b82c-436c-9e91-2edb5bf4394d
trapping-concessions-250k,2c208f36-eadf-4313-a361-22906107ebc4
placer-claims-50k,0eabd6ea-3f1b-42bd-a23f-19e59e9ad06b
ice-and-snow-1m,4a31a7ab-7eed-41cd-98a6-9414b1f39560
easements-polygon-surveyed,fa4906f2-77c0-48e3-97cd-d7be8e020699
lots-sale-surveyed,cf021f9c-432b-4d93-bb77-0cb6b2c444e0
municipal-boundaries,e144a412-6a4f-4479-9747-598560399f37
land-cover-50k-canvec,27c3abc1-5e01-4d76-a81a-b8b67dc45612
first-nation-settlement-lands-unsurveyed,04861f53-7b20-40d7-afdd-3978d111addf
cultural-features-annotation-10k,13fd5300-2af9-48e3-a68d-f19b9449a903
wetlands-10k,1dab197e-6beb-448a-9c1a-97e8d167bb05
game-management-areas-250k,242e64aa-f4f8-46b1-acb7-5a876af32b24
trails-250k,0d3a7500-4e90-4ec1-8af2-50f2c9db82c0
vegetation-inventory-field-plots-annotation-40k,32e1774c-7407-493e-91d3-0f1eddd46d6a
community-zoning,322bdc55-e52e-4f86-8e13-f2ce72674894
physiographic-polygon-250k,93b92750-a54e-4a08-95c2-8d35924b93f7
mineral-claims-adjoining-parcels-50k,59839d36-fdb0-461a-a781-633ee9661a2c
vegetation-inventory-photo-lines-annotation-40k,ec1678e1-a29e-48b0-9aa4-bbddbc974218
areas-notification-class-1-mining-activity,c13391ee-3df8-4517-889f-f00fa447673d
placer-claims-grant-number-annotation-10k,72ed6f1f-58af-479e-9321-a1a76a626dda
oic-territorial-lands-act,8bade3dc-cc2d-4783-9daf-e9e8f50624f9
vegetation-inventory-roads-40k,1f3e078d-9063-4085-9f81-fb448f661db6
contours-250k-canvec,470f258c-e852-4616-b247-aae7376d4ba0
oil-and-gas-dispositions-50k,3aa89eb7-8559-48ab-86a4-f98e84c482a7
community-hazards-mayo-20k,f4235532-e41e-47fa-b231-1ae160afdc63
cswheritagefnheritagerouteln,e72ac999-3ef8-4fde-bb8b-7616618101b0
runway-points-25k,e12e1990-bdf9-4b6c-9a6c-b2d959893099
water-2m,3650941d-8fec-435c-a00b-31a9e2ea5ded
land-use-permits-polygon-50k,81c7b951-d32f-4b67-8850-99310fe75293
watercourses-250k,27a34ed1-1d6c-424a-b444-acfe25320afb
mineral-occurrences-250k,9610312d-0ab2-4ca6-9ebd-508c139b0730
quartz-leases-50k,3c47cc8d-6de4-4384-bdb9-37dffac9719d
water-annotation-1m,3f1e3f34-d449-4cb2-bcd8-f585007c2a11
utilities-line-250k,d5745a7e-12f5-4bda-a434-3019e8e4b05f
quartz-claims-grant-number-annotation-30k,e2ef7b7c-b07e-4084-9571-4a54a95a2a28
placer-claims-name-annotation-10k,efeec50c-58d7-430b-9e0e-454b5324e6fb
quartz-claims-name-annotation-30k,98d398b5-476b-4c4e-aa80-af5d5bb4cd5d
water-obstacles-poly-50k-canvec,c2003af4-c27e-49ef-a5b7-bb11f030100c
easements-line-surveyed,601960c6-4704-438d-b403-567db80889e8
contaminated-sites,57036ca7-224b-4bf7-bee4-a0b4443ada8e
yukon-planning-regions-250k,3cc12fbb-c733-436e-8928-e1cb16b2c7dd
places-annotation-50k,3114de6e-9247-45ef-83ba-6ac2637b6a87
large-public-drinking-water-systems,026cb397-cb18-4fdf-8eca-c4c2104c39e1
shaded-relief-300m,f5933524-41f9-4985-a5a8-3bf1af5bb43f
gravel-pits-25k-0,694ac9a8-cbf2-4057-ace5-fd990bc26625
blocked-road-passages-national-road-network,d319c9bb-b530-47c0-9fed-4296cf1b3292
land-cover-250k-canvec,0c2cd90c-e81a-42d9-b6d2-b2f4b403cea2
ferry-routes-national-road-network,cea6ea4f-101e-4916-bc9c-94331f7dba00
quartz-claims-50k,f6ec7c8b-546d-436a-86bb-855fee96511a
parks-and-campgrounds-surveyed,924228d3-07c4-41c6-8ca7-5263abaf0948
highway-kilometre-posts,9f438952-4d09-4d53-bef0-7ae9b18a91fe
quartz-staking-directions-50k,b511cf8e-efa4-4168-863c-14626f36cf5f
natural-resource-officer-subdistricts-1m,e5d98a50-0874-41e5-8232-6df5299f2453
physiographic-annotation-50k,f66373ff-6f6b-418d-97ed-a2ed477aedf0
watersheds-1m,c6cd1af6-a7aa-4a88-a87f-91be3361c59c
yukon-canadian-heritage-rivers,b18611dd-66f5-45c4-a138-6afb46fee964
oic-lands-act,9f1c7dd7-c14b-4109-8c03-e54c91cde7d1
waterbodies-50k-canvec,6e8e9478-6369-4128-88e1-21d5aaf55c10
land-parcels-closed,2bfc9e4b-55c5-4d86-82ea-84f93d30cfdd
parks-and-protected-areas-polygon-surveyed,8a160cb9-434b-4247-84cf-c6fc847c1131
quartz-land-use-permits-50k,22a0929c-1b21-4907-b228-f860dd10074e
areas-withdrawn-staking-50k,8d6958fd-455d-4f60-ad63-279449c7470e
forest-openings,8fdb4512-3c95-4ce6-8708-e860ca7ce69c
first-nation-traditional-territories-core-areas,5c595731-7443-4dd7-be04-2f48878e207e
cultural-features-polygon-250k,3efd8973-1dfb-4cca-87bf-e7745f2b64a7
railroads-50k,c5394649-f5aa-48fe-ab9b-119b8ddfda0f
